student_id,segment_id,high_anxiety_risk_real,high_anxiety_risk_predicted,risk_score,risk_score_level,analysis_date
183,0,0,0,0.4136970583589975,Medio,2026-05-09
184,1,0,0,0.46602793739740617,Medio,2026-05-09
185,3,1,1,0.5386745476717891,Medio,2026-05-09
186,6,1,1,0.6391009362083061,Medio,2026-05-09
187,4,0,0,0.48488637881049745,Medio,2026-05-09
188,1,1,1,0.5148875618753919,Medio,2026-05-09
189,0,0,0,0.40426698295039093,Medio,2026-05-09
190,0,0,0,0.4672716160295205,Medio,2026-05-09
191,5,1,1,0.5044339050248514,Medio,2026-05-09
192,6,1,1,0.5289031330004719,Medio,2026-05-09
193,1,0,0,0.4012574006327543,Medio,2026-05-09
194,3,1,1,0.5562087047673616,Medio,2026-05-09
195,0,0,0,0.4766015098440175,Medio,2026-05-09
196,4,1,0,0.4741320310398216,Medio,2026-05-09
197,3,0,0,0.45650395467250776,Medio,2026-05-09
198,1,0,0,0.4391593972249465,Medio,2026-05-09
199,4,1,1,0.6544094110126545,Medio,2026-05-09
200,3,0,0,0.42013203179316316,Medio,2026-05-09
201,4,1,1,0.5974537852381905,Medio,2026-05-09
202,6,1,1,0.596744092130634,Medio,2026-05-09
203,3,0,0,0.3853566460508726,Bajo,2026-05-09
204,6,1,1,0.5636739474458743,Medio,2026-05-09
205,0,0,0,0.35902398954794856,Bajo,2026-05-09
206,2,0,0,0.3914594915210003,Bajo,2026-05-09
207,0,1,1,0.6474625558852867,Medio,2026-05-09
208,0,0,0,0.48407103436524934,Medio,2026-05-09
209,3,1,0,0.4605119624644587,Medio,2026-05-09
210,6,0,0,0.4799202864666119,Medio,2026-05-09
211,6,0,0,0.42957975481498195,Medio,2026-05-09
212,4,1,1,0.5434231864717407,Medio,2026-05-09
213,3,1,0,0.43421353456411865,Medio,2026-05-09
214,2,0,0,0.3922820315013662,Bajo,2026-05-09
215,1,0,0,0.411043486769384,Medio,2026-05-09
216,6,1,1,0.6403637416877608,Medio,2026-05-09
217,1,1,1,0.5285318092979479,Medio,2026-05-09
218,1,0,0,0.41507684953088997,Medio,2026-05-09
219,2,1,0,0.4956075280262511,Medio,2026-05-09
220,4,1,1,0.5450738999031186,Medio,2026-05-09
221,0,0,0,0.4043725531435707,Medio,2026-05-09
222,5,1,1,0.5190980465530091,Medio,2026-05-09
223,2,0,0,0.3865759671211933,Bajo,2026-05-09
224,0,0,0,0.4981936567120357,Medio,2026-05-09
225,5,1,1,0.5534773168569864,Medio,2026-05-09
226,5,1,0,0.4875171037251392,Medio,2026-05-09
227,4,0,0,0.4062811832419515,Medio,2026-05-09
228,1,0,0,0.4132609616589001,Medio,2026-05-09
229,6,0,1,0.524628798183674,Medio,2026-05-09
230,5,1,1,0.591001759425102,Medio,2026-05-09
231,0,0,0,0.38592213662835306,Bajo,2026-05-09
232,5,1,1,0.5724325987206229,Medio,2026-05-09
233,6,1,0,0.4998423382172505,Medio,2026-05-09
234,4,1,1,0.5621889645783135,Medio,2026-05-09
235,3,0,0,0.3789412347264025,Bajo,2026-05-09
236,5,1,1,0.5520787743895025,Medio,2026-05-09
237,1,0,0,0.4488459221244061,Medio,2026-05-09
238,0,0,0,0.49479048371512635,Medio,2026-05-09
239,5,0,0,0.45302082298847096,Medio,2026-05-09
240,1,0,0,0.41583372174463773,Medio,2026-05-09
241,5,1,1,0.5427210038385081,Medio,2026-05-09
242,3,1,1,0.5951159858781611,Medio,2026-05-09
243,2,0,0,0.42944845820249844,Medio,2026-05-09
244,4,0,1,0.5170271434736899,Medio,2026-05-09
245,5,1,0,0.44209402350910565,Medio,2026-05-09
246,1,0,0,0.404470970816242,Medio,2026-05-09
247,6,1,0,0.4624752736185636,Medio,2026-05-09
248,1,0,0,0.4509660765273289,Medio,2026-05-09
249,0,0,0,0.446778639006425,Medio,2026-05-09
250,6,1,1,0.5702001306080254,Medio,2026-05-09
251,6,0,1,0.509442760872881,Medio,2026-05-09
252,6,0,0,0.4116724576409708,Medio,2026-05-09
253,5,0,0,0.48748645855936673,Medio,2026-05-09
254,6,1,1,0.5038907915296772,Medio,2026-05-09
255,4,1,0,0.4644903306139973,Medio,2026-05-09
256,5,1,0,0.47257054531188225,Medio,2026-05-09
257,3,0,0,0.3874753567721479,Bajo,2026-05-09
258,1,0,0,0.38186728418912885,Bajo,2026-05-09
259,6,0,1,0.5442614825463614,Medio,2026-05-09
260,5,1,1,0.5352149984073871,Medio,2026-05-09
261,4,1,0,0.4371908670290978,Medio,2026-05-09
262,0,0,0,0.4273558013369751,Medio,2026-05-09
263,5,1,1,0.5006496492692698,Medio,2026-05-09
264,1,0,0,0.47458695606207635,Medio,2026-05-09
265,5,1,1,0.6147552953040489,Medio,2026-05-09
266,2,0,1,0.5146987901109477,Medio,2026-05-09
267,2,0,0,0.4590571259259828,Medio,2026-05-09
268,3,0,1,0.5221063769761537,Medio,2026-05-09
269,0,0,1,0.5088395198585718,Medio,2026-05-09
270,4,0,0,0.43875119726905715,Medio,2026-05-09
271,5,0,1,0.5102202133273425,Medio,2026-05-09
272,3,1,1,0.5219109565063275,Medio,2026-05-09
273,6,1,1,0.5751333583528512,Medio,2026-05-09
274,4,0,0,0.42516412909288,Medio,2026-05-09
275,3,1,1,0.6103907846697492,Medio,2026-05-09
276,4,1,1,0.6095496979204971,Medio,2026-05-09
277,5,1,1,0.5355630458210003,Medio,2026-05-09
278,4,1,1,0.5159041178553155,Medio,2026-05-09
279,1,0,0,0.3921032753892997,Bajo,2026-05-09
280,4,0,0,0.4118320215625452,Medio,2026-05-09
281,5,1,1,0.5588389093811607,Medio,2026-05-09
282,0,0,1,0.5137890755004729,Medio,2026-05-09
283,1,0,0,0.35908155213236975,Bajo,2026-05-09
284,1,0,0,0.3725202613028523,Bajo,2026-05-09
285,3,0,0,0.4555220227049003,Medio,2026-05-09
286,4,0,0,0.4906641953009833,Medio,2026-05-09
287,0,0,0,0.44344252232320747,Medio,2026-05-09
288,6,1,1,0.5290179123132587,Medio,2026-05-09
289,1,0,0,0.45425002726543257,Medio,2026-05-09
290,6,1,1,0.5483963208013736,Medio,2026-05-09
291,2,1,1,0.6010379471637124,Medio,2026-05-09
292,2,0,0,0.45248961448255726,Medio,2026-05-09
293,3,0,0,0.34908017630356364,Bajo,2026-05-09
294,6,1,0,0.40287772179307796,Medio,2026-05-09
295,5,1,1,0.60409080615399,Medio,2026-05-09
296,6,0,0,0.4653404265967687,Medio,2026-05-09
297,4,0,0,0.3620776145098744,Bajo,2026-05-09
298,0,1,1,0.5529530980109714,Medio,2026-05-09
299,6,1,1,0.5555385245235928,Medio,2026-05-09
300,0,0,1,0.5022663459233703,Medio,2026-05-09
301,4,1,1,0.5916142724305969,Medio,2026-05-09
302,1,0,0,0.4501918804440128,Medio,2026-05-09
303,0,0,0,0.45430505151567985,Medio,2026-05-09
304,1,0,1,0.5079327741366687,Medio,2026-05-09
305,6,1,1,0.5666399620231012,Medio,2026-05-09
306,2,0,0,0.4095179249652101,Medio,2026-05-09
307,6,1,0,0.4832500717994932,Medio,2026-05-09
308,4,0,1,0.5014930321039716,Medio,2026-05-09
309,4,1,1,0.6098125013790753,Medio,2026-05-09
310,1,0,0,0.43757600785001666,Medio,2026-05-09
311,4,1,1,0.5939542961637148,Medio,2026-05-09
312,5,1,1,0.603885546380114,Medio,2026-05-09
313,0,0,0,0.46939762377791155,Medio,2026-05-09
314,1,1,1,0.6322067165724549,Medio,2026-05-09
315,0,0,0,0.4102807974883453,Medio,2026-05-09
316,4,1,0,0.4787204489825072,Medio,2026-05-09
317,0,0,0,0.4496780318889583,Medio,2026-05-09
318,0,0,1,0.5076476313566235,Medio,2026-05-09
319,3,0,0,0.452594153801208,Medio,2026-05-09
320,4,1,1,0.6087921099709972,Medio,2026-05-09
321,2,0,0,0.41403536836358945,Medio,2026-05-09
322,2,1,1,0.5017458069534697,Medio,2026-05-09
323,1,0,0,0.4742697177924665,Medio,2026-05-09
324,4,1,1,0.6447242466746723,Medio,2026-05-09
325,1,0,0,0.4894596089539056,Medio,2026-05-09
326,5,1,1,0.5154023633619618,Medio,2026-05-09
327,6,1,1,0.5337629788128322,Medio,2026-05-09
328,4,0,0,0.48938143563734515,Medio,2026-05-09
329,1,0,0,0.47695176840371867,Medio,2026-05-09
330,6,1,0,0.4888097734960892,Medio,2026-05-09
331,0,0,0,0.3881772081478798,Bajo,2026-05-09
332,4,0,0,0.4501022286471468,Medio,2026-05-09
333,2,0,0,0.3730340370104793,Bajo,2026-05-09
334,3,1,1,0.5645268021252862,Medio,2026-05-09
335,6,1,1,0.6124572619648174,Medio,2026-05-09
336,1,0,0,0.3880745345195421,Bajo,2026-05-09
337,2,0,0,0.43567765656270885,Medio,2026-05-09
338,6,1,1,0.567793227918084,Medio,2026-05-09
339,3,1,1,0.5774545750986773,Medio,2026-05-09
340,4,1,1,0.5627596628718335,Medio,2026-05-09
341,5,1,1,0.5305930900600216,Medio,2026-05-09
342,0,0,1,0.5041271666388404,Medio,2026-05-09
343,3,0,1,0.5302632266649616,Medio,2026-05-09
344,3,0,0,0.4549748596953665,Medio,2026-05-09
345,1,0,0,0.37250365978043,Bajo,2026-05-09
346,6,0,0,0.40179958242805286,Medio,2026-05-09
347,6,1,1,0.6186232979067597,Medio,2026-05-09
348,1,0,0,0.45830184923491357,Medio,2026-05-09
349,5,0,0,0.4743359997569004,Medio,2026-05-09
350,3,0,0,0.3661484601857531,Bajo,2026-05-09
351,5,0,0,0.46569475744895683,Medio,2026-05-09
352,3,1,1,0.5994467230299102,Medio,2026-05-09
353,6,1,0,0.4185953149272741,Medio,2026-05-09
354,5,1,1,0.5064254345766899,Medio,2026-05-09
355,3,0,0,0.40877324201074594,Medio,2026-05-09
356,4,1,1,0.5631298055458627,Medio,2026-05-09
357,2,1,0,0.48147043053804306,Medio,2026-05-09
358,1,0,0,0.4458016820571274,Medio,2026-05-09
359,0,0,0,0.36856856988004116,Bajo,2026-05-09
360,3,0,0,0.4939235343169217,Medio,2026-05-09
361,6,1,1,0.5878358408489048,Medio,2026-05-09
362,2,0,0,0.404438269279512,Medio,2026-05-09
363,0,0,0,0.3840581009583291,Bajo,2026-05-09
364,5,1,1,0.5987933419194805,Medio,2026-05-09
365,1,0,0,0.3945312790031867,Bajo,2026-05-09
366,1,0,0,0.45788878378078357,Medio,2026-05-09
367,0,0,1,0.5421255044586739,Medio,2026-05-09
368,6,1,1,0.5670491075919614,Medio,2026-05-09
369,3,0,0,0.4190056628138316,Medio,2026-05-09
370,4,1,1,0.5882377363575325,Medio,2026-05-09
371,1,0,0,0.47621155070684607,Medio,2026-05-09
372,6,0,1,0.5015874583944405,Medio,2026-05-09
373,1,0,0,0.4707331226142699,Medio,2026-05-09
374,2,0,1,0.5170582565408521,Medio,2026-05-09
375,0,0,1,0.5022243326149415,Medio,2026-05-09
376,6,1,1,0.5887812658659523,Medio,2026-05-09
377,4,0,0,0.4153109025630375,Medio,2026-05-09
378,6,1,1,0.5774002921658412,Medio,2026-05-09
379,3,1,0,0.399113116787207,Bajo,2026-05-09
380,5,1,1,0.6300555965019672,Medio,2026-05-09
381,3,1,1,0.5311768119807114,Medio,2026-05-09
382,2,1,1,0.5093732933998647,Medio,2026-05-09
383,6,0,0,0.4205773618808648,Medio,2026-05-09
384,4,0,0,0.40584548688701416,Medio,2026-05-09
385,4,1,1,0.674100902551711,Medio,2026-05-09
386,4,0,0,0.45680055412360987,Medio,2026-05-09
387,1,0,0,0.4268221922778067,Medio,2026-05-09
388,5,0,0,0.46460323040278795,Medio,2026-05-09
389,4,1,1,0.5441778075035019,Medio,2026-05-09
390,0,0,1,0.5130876072640014,Medio,2026-05-09
391,6,1,1,0.5264749260833387,Medio,2026-05-09
392,4,1,1,0.5982264112458505,Medio,2026-05-09
393,5,1,0,0.48470244311933414,Medio,2026-05-09
394,5,1,1,0.5837038413374058,Medio,2026-05-09
395,0,0,0,0.43435584246381076,Medio,2026-05-09
396,6,0,0,0.3733010964694064,Bajo,2026-05-09
397,6,1,1,0.6626905940161241,Medio,2026-05-09
398,3,0,0,0.43331097336734764,Medio,2026-05-09
399,5,1,1,0.5402627303310461,Medio,2026-05-09
400,3,1,0,0.4432636213650871,Medio,2026-05-09
401,6,1,1,0.566048602469137,Medio,2026-05-09
402,6,1,1,0.5802785192808424,Medio,2026-05-09
403,1,0,0,0.44057017814310845,Medio,2026-05-09
404,4,0,1,0.5095117261949471,Medio,2026-05-09
405,4,0,1,0.5263264733366769,Medio,2026-05-09
406,4,1,1,0.5034769277588328,Medio,2026-05-09
407,1,1,0,0.4401896957637885,Medio,2026-05-09
408,5,1,1,0.5479426254534754,Medio,2026-05-09
409,4,0,0,0.39007542504495546,Bajo,2026-05-09
410,4,1,1,0.5121201346289967,Medio,2026-05-09
411,3,0,0,0.39541293153607393,Bajo,2026-05-09
412,1,0,0,0.4296820516781041,Medio,2026-05-09
413,3,1,0,0.4640215938189365,Medio,2026-05-09
414,0,0,0,0.44899732911602014,Medio,2026-05-09
415,5,1,1,0.5724243456157444,Medio,2026-05-09
416,1,0,1,0.5169062152868125,Medio,2026-05-09
417,0,0,1,0.5968296501365598,Medio,2026-05-09
418,1,0,0,0.4340308953433523,Medio,2026-05-09
419,4,1,1,0.6361783322677877,Medio,2026-05-09
420,6,1,1,0.6300696332999248,Medio,2026-05-09
421,0,0,0,0.44081045922278966,Medio,2026-05-09
422,4,1,1,0.5376210467402794,Medio,2026-05-09
423,2,0,0,0.3928874309409893,Bajo,2026-05-09
424,4,1,1,0.6018203606314553,Medio,2026-05-09
425,5,0,0,0.44552145642274543,Medio,2026-05-09
426,2,0,0,0.46914662735235835,Medio,2026-05-09
427,4,0,0,0.3842474359863555,Bajo,2026-05-09
428,5,0,1,0.5152150885755511,Medio,2026-05-09
429,1,0,0,0.4912105311257656,Medio,2026-05-09
430,4,0,0,0.45658372443514694,Medio,2026-05-09
431,1,0,0,0.49627364975101185,Medio,2026-05-09
432,3,0,0,0.3929464272616054,Bajo,2026-05-09
433,3,0,0,0.42029559029307023,Medio,2026-05-09
434,0,0,0,0.46968444438912216,Medio,2026-05-09
435,0,0,0,0.4811341233719751,Medio,2026-05-09
436,5,1,1,0.5692313209186027,Medio,2026-05-09
437,3,0,0,0.37353974710069443,Bajo,2026-05-09
438,0,0,0,0.3678199040328677,Bajo,2026-05-09
439,4,1,1,0.514982812000211,Medio,2026-05-09
440,3,1,1,0.5078777717176234,Medio,2026-05-09
441,5,0,0,0.43861361447289077,Medio,2026-05-09
442,6,1,1,0.5156180314858207,Medio,2026-05-09
443,0,0,0,0.40760660841972224,Medio,2026-05-09
444,4,1,1,0.500630192664874,Medio,2026-05-09
445,3,0,0,0.37400034626442974,Bajo,2026-05-09
446,0,0,0,0.44309605942989116,Medio,2026-05-09
447,0,0,0,0.48802828464691644,Medio,2026-05-09
448,0,0,0,0.4443079387743811,Medio,2026-05-09
449,3,1,0,0.4967795011557316,Medio,2026-05-09
450,0,1,1,0.6332998976909557,Medio,2026-05-09
451,6,0,0,0.37899690251771034,Bajo,2026-05-09
452,4,0,0,0.3995227723338138,Bajo,2026-05-09
453,6,1,1,0.628121705390836,Medio,2026-05-09
454,5,0,1,0.5190246575363022,Medio,2026-05-09
455,5,1,1,0.6249102254190498,Medio,2026-05-09
456,0,0,0,0.4004162832706978,Medio,2026-05-09
457,5,1,1,0.572094244241795,Medio,2026-05-09
458,1,0,0,0.4649322291432446,Medio,2026-05-09
459,2,1,1,0.5076335359784722,Medio,2026-05-09
460,1,0,0,0.40776767611059417,Medio,2026-05-09
461,3,0,0,0.3953719872865171,Bajo,2026-05-09
462,1,1,0,0.460475545809569,Medio,2026-05-09
463,4,1,1,0.5817339770806895,Medio,2026-05-09
464,4,0,0,0.3690174954841911,Bajo,2026-05-09
465,5,0,1,0.5714776242913933,Medio,2026-05-09
466,4,1,0,0.4925778370444798,Medio,2026-05-09
467,0,0,0,0.37505223121171694,Bajo,2026-05-09
468,0,0,0,0.4370946179054276,Medio,2026-05-09
469,2,1,1,0.5212393143907789,Medio,2026-05-09
470,4,1,0,0.49556962432739465,Medio,2026-05-09
471,3,1,1,0.5515844269056501,Medio,2026-05-09
472,5,1,1,0.5650465778429484,Medio,2026-05-09
473,1,0,0,0.39332083987772315,Bajo,2026-05-09
474,2,0,0,0.37092019101688634,Bajo,2026-05-09
475,6,1,1,0.522881764643389,Medio,2026-05-09
476,5,1,1,0.508558982336726,Medio,2026-05-09
477,5,1,1,0.5349706198145722,Medio,2026-05-09
478,2,0,0,0.4528115993291381,Medio,2026-05-09
479,2,0,0,0.36056469031292926,Bajo,2026-05-09
480,4,0,0,0.4347905823961852,Medio,2026-05-09
481,2,0,0,0.4891773052976476,Medio,2026-05-09
482,3,1,1,0.5287522099385061,Medio,2026-05-09
483,5,0,0,0.4726640890863376,Medio,2026-05-09
484,5,0,0,0.497390861932744,Medio,2026-05-09
485,3,0,0,0.42693248577574133,Medio,2026-05-09
486,0,0,1,0.503591957419922,Medio,2026-05-09
487,2,1,1,0.5740755932340559,Medio,2026-05-09
488,0,0,1,0.5299923309934615,Medio,2026-05-09
489,3,0,0,0.4016750368415298,Medio,2026-05-09
490,3,0,0,0.44552398959868234,Medio,2026-05-09
491,0,0,0,0.3964233225126049,Bajo,2026-05-09
492,2,0,0,0.4240835542142142,Medio,2026-05-09
493,1,1,0,0.40009592865311805,Medio,2026-05-09
494,0,0,1,0.5096969929935077,Medio,2026-05-09
495,0,0,0,0.4327602638553274,Medio,2026-05-09
