student_id,age,gender,platform_usage,social_interaction_level
151,19,female,Instagram,high
152,16,male,Instagram,high
153,13,female,Instagram,medium
154,13,male,TikTok,medium
155,16,male,Both,low
156,15,male,Instagram,medium
157,19,male,Instagram,low
158,17,female,Both,low
159,15,female,Both,high
160,13,male,Both,medium
161,16,female,Both,medium
162,19,male,Both,high
163,19,male,TikTok,low
164,15,female,TikTok,low
165,16,female,TikTok,medium
166,17,male,Instagram,high
167,13,female,Both,low
168,15,female,Both,low
169,15,female,Instagram,medium
170,15,male,Both,low
171,13,female,TikTok,medium
172,17,female,Instagram,medium
173,18,male,Instagram,medium
174,19,male,TikTok,low
175,15,male,TikTok,high
176,18,female,Both,medium
177,15,male,TikTok,high
178,14,male,TikTok,high
179,18,female,Both,high
180,14,female,Both,high
181,13,male,Instagram,medium
182,17,male,Both,high
183,15,male,Instagram,medium
184,15,female,TikTok,medium
185,17,female,Instagram,medium
186,17,female,Instagram,high
187,15,female,Instagram,high
188,17,female,Both,low
189,16,female,Both,medium
190,13,male,Instagram,high
191,16,female,TikTok,low
192,13,male,Instagram,medium
193,14,male,Instagram,low
194,14,female,Instagram,medium
195,18,female,Instagram,low
196,15,female,Both,medium
197,16,male,Both,medium
198,17,female,Instagram,low
199,18,male,Instagram,high
200,17,female,Both,low
201,13,male,Instagram,medium
202,16,female,Instagram,high
203,15,female,TikTok,medium
204,19,male,TikTok,high
205,17,male,Instagram,medium
206,19,female,TikTok,medium
207,16,female,TikTok,high
208,15,male,Instagram,low
209,15,male,Instagram,medium
210,16,male,Both,medium
211,18,female,Both,medium
212,16,male,Instagram,medium
213,16,male,Instagram,high
214,18,female,TikTok,low
215,13,male,Instagram,low
216,13,female,TikTok,high
217,15,male,Instagram,medium
218,19,male,TikTok,low
219,13,male,TikTok,low
220,14,male,Both,high
221,14,male,Instagram,high
222,19,female,TikTok,low
223,19,female,TikTok,low
224,14,female,TikTok,high
225,18,female,TikTok,high
226,19,male,TikTok,high
227,14,male,Instagram,low
228,13,male,TikTok,low
229,19,male,Both,low
230,16,male,Instagram,high
231,17,male,TikTok,low
232,14,female,Instagram,high
233,14,male,Both,low
234,18,male,Instagram,medium
235,13,male,TikTok,low
236,16,male,TikTok,medium
237,18,male,Both,low
238,19,male,TikTok,medium
239,16,female,Both,medium
240,17,female,Both,medium
241,14,female,Instagram,medium
242,19,male,Instagram,high
243,19,female,TikTok,low
244,16,female,TikTok,low
245,14,female,Both,medium
246,17,male,Instagram,medium
247,13,female,TikTok,low
248,18,male,Both,low
249,16,male,TikTok,low
250,19,male,Both,medium
251,13,female,Instagram,medium
252,13,male,TikTok,low
253,13,male,Instagram,low
254,17,female,TikTok,low
255,19,male,Both,low
256,19,female,TikTok,low
257,18,male,TikTok,low
258,14,male,Instagram,low
259,17,female,Instagram,low
260,17,male,TikTok,low
261,16,male,Instagram,low
262,13,female,TikTok,high
263,15,male,TikTok,high
264,17,female,Instagram,high
265,19,male,TikTok,high
266,18,male,TikTok,medium
267,14,female,TikTok,high
268,16,male,Instagram,high
269,19,male,Both,medium
270,19,male,Instagram,high
271,16,male,Both,high
272,16,male,TikTok,low
273,19,male,Instagram,high
274,14,female,Both,medium
275,19,female,Instagram,high
276,16,male,Both,high
277,13,male,Both,medium
278,18,female,Both,medium
279,17,female,Instagram,low
280,14,female,TikTok,medium
281,13,male,TikTok,low
282,16,male,Both,high
283,19,female,TikTok,low
284,14,female,Both,low
285,14,female,Both,high
286,17,male,Both,high
287,14,female,TikTok,high
288,13,female,Instagram,medium
289,17,male,TikTok,low
290,19,male,Both,medium
291,14,male,TikTok,low
292,13,male,Instagram,medium
293,16,male,TikTok,high
294,15,female,Instagram,low
295,17,female,TikTok,high
296,13,male,Both,high
297,19,male,Both,low
298,17,female,Instagram,medium
299,13,male,TikTok,low
300,17,female,Instagram,medium
301,13,male,Instagram,medium
302,14,female,TikTok,medium
303,14,female,Instagram,low
304,13,male,Instagram,medium
305,15,female,Instagram,high
306,14,male,Instagram,high
307,15,male,Instagram,medium
308,17,male,TikTok,medium
309,14,female,Instagram,high
310,15,female,TikTok,low
311,13,female,Instagram,low
312,19,male,Instagram,low
313,19,female,TikTok,medium
314,13,female,Instagram,high
315,13,female,Instagram,high
316,15,female,Both,medium
317,14,female,Instagram,high
318,19,female,Instagram,low
319,13,female,Both,high
320,15,male,TikTok,high
321,16,male,Both,low
322,15,male,Instagram,medium
323,18,male,TikTok,low
324,13,female,Both,low
325,18,female,Both,low
326,19,male,Instagram,low
327,14,male,Both,medium
328,13,male,TikTok,medium
329,15,female,Instagram,low
330,17,female,TikTok,high
331,14,male,Both,low
332,16,female,Instagram,low
333,16,female,Both,low
334,13,male,Instagram,medium
335,13,female,Instagram,high
336,14,male,Both,medium
337,13,female,Instagram,medium
338,13,male,Both,low
339,18,male,Instagram,low
340,14,male,TikTok,high
341,15,male,Both,medium
342,13,female,Both,low
343,13,female,Instagram,high
344,14,male,Instagram,high
345,14,male,TikTok,high
346,13,female,Both,medium
347,15,female,Instagram,medium
348,17,male,Instagram,low
349,14,female,Instagram,medium
350,19,male,TikTok,medium
351,17,female,Instagram,medium
352,15,female,Instagram,high
353,18,female,Both,low
354,18,male,TikTok,low
355,18,female,TikTok,high
356,13,female,TikTok,medium
357,14,male,TikTok,high
358,19,female,TikTok,high
359,13,male,TikTok,low
360,18,male,Both,high
361,18,male,Both,medium
362,17,male,Both,low
363,18,male,TikTok,high
364,15,female,Instagram,medium
365,18,female,Both,low
366,16,female,Both,low
367,18,female,Instagram,low
368,16,male,TikTok,high
369,13,male,Instagram,high
370,13,male,Both,low
371,15,male,Both,medium
372,17,female,Both,medium
373,19,male,Both,medium
374,16,female,Both,high
375,18,female,Instagram,medium
376,13,male,Instagram,low
377,19,male,TikTok,low
378,13,female,Both,low
379,14,female,Both,medium
380,19,male,Instagram,high
381,17,female,Instagram,low
382,18,female,Both,medium
383,15,female,TikTok,high
384,19,male,Both,low
385,13,male,TikTok,high
386,15,male,Both,medium
387,15,female,Both,medium
388,15,female,Instagram,high
389,14,male,Both,high
390,13,female,TikTok,high
391,13,male,Instagram,high
392,17,male,Instagram,medium
393,19,male,TikTok,medium
394,13,male,Both,low
395,15,female,Both,medium
396,19,male,TikTok,medium
397,17,female,Instagram,low
398,14,female,Both,low
399,13,female,TikTok,high
400,19,male,Instagram,low
401,13,female,Both,medium
402,15,female,TikTok,high
403,17,male,TikTok,low
404,17,female,Instagram,medium
405,13,male,Instagram,medium
406,16,female,Instagram,low
407,13,male,Both,low
408,16,female,TikTok,medium
409,13,female,TikTok,low
410,15,female,Instagram,medium
411,18,female,Instagram,low
412,15,male,TikTok,medium
413,13,female,Instagram,medium
414,14,female,Both,low
415,16,female,TikTok,high
416,16,female,TikTok,medium
417,16,female,Instagram,high
418,19,male,Both,low
419,15,male,TikTok,medium
420,15,male,Instagram,medium
421,16,male,Both,medium
422,17,male,Instagram,high
423,19,male,Both,high
424,14,male,Instagram,high
425,16,male,Instagram,medium
426,16,male,Instagram,medium
427,14,male,Both,low
428,15,female,Both,high
429,16,female,Both,medium
430,18,male,TikTok,low
431,13,female,Instagram,low
432,13,female,Both,medium
433,17,male,TikTok,high
434,14,male,Instagram,medium
435,15,female,TikTok,low
436,17,male,Both,high
437,19,male,TikTok,low
438,17,male,Both,medium
439,14,male,Instagram,low
440,13,female,Instagram,medium
441,16,male,Both,medium
442,15,male,Instagram,low
443,17,female,TikTok,medium
444,16,male,TikTok,medium
445,18,female,Both,medium
446,18,female,Instagram,medium
447,14,male,Instagram,high
448,14,male,Instagram,low
449,14,female,TikTok,medium
450,19,female,Instagram,high
451,17,female,TikTok,high
452,13,male,Both,low
453,17,female,Instagram,low
454,16,female,Both,low
455,18,female,Instagram,low
456,18,female,TikTok,high
457,17,female,Both,high
458,16,female,Instagram,low
459,17,female,TikTok,low
460,13,male,Both,low
461,18,male,Both,low
462,13,male,TikTok,medium
463,13,male,TikTok,low
464,19,male,TikTok,low
465,17,female,Instagram,high
466,19,male,Instagram,low
467,14,female,TikTok,high
468,18,male,Both,medium
469,17,female,Instagram,medium
470,17,female,Both,low
471,14,male,Both,high
472,18,male,Instagram,low
473,14,female,Instagram,low
474,17,male,TikTok,low
475,15,male,Both,medium
476,18,male,Both,low
477,17,female,TikTok,low
478,13,male,TikTok,low
479,14,male,Both,medium
480,16,male,TikTok,medium
481,15,male,TikTok,high
482,16,male,TikTok,medium
483,18,male,TikTok,high
484,16,female,Instagram,low
485,15,male,Instagram,low
486,14,male,Instagram,high
487,18,female,Both,medium
488,15,male,Instagram,high
489,19,male,Instagram,high
490,13,male,Both,high
491,15,male,TikTok,low
492,18,female,TikTok,medium
493,13,male,TikTok,low
494,16,female,Instagram,low
495,19,male,Both,high
496,16,male,Both,medium
497,13,male,TikTok,medium
498,16,female,Both,low
499,17,male,TikTok,low
500,15,male,Both,medium
501,18,female,Instagram,high
502,16,male,TikTok,medium
503,13,male,Both,medium
504,15,female,Instagram,high
505,15,female,Both,low
506,19,male,TikTok,low
507,15,female,Instagram,low
508,17,female,TikTok,high
509,16,female,TikTok,high
510,17,female,TikTok,medium
511,14,male,TikTok,high
512,17,female,Both,high
513,19,female,Instagram,low
514,17,male,TikTok,low
515,19,female,Both,high
516,19,female,Both,low
517,17,female,Instagram,high
518,18,male,Both,medium
519,15,male,Instagram,low
520,14,female,TikTok,high
521,18,male,TikTok,low
522,18,female,Both,medium
523,16,male,Instagram,high
524,18,female,Both,low
525,14,female,TikTok,medium
526,14,female,Instagram,medium
527,18,male,TikTok,high
528,13,male,Instagram,medium
529,15,female,Instagram,low
530,13,female,Instagram,medium
531,17,female,Both,high
532,17,female,Both,medium
533,17,female,TikTok,medium
534,16,female,TikTok,high
535,19,female,Instagram,high
536,13,male,Both,low
537,19,male,Instagram,low
538,15,male,Both,high
539,14,male,TikTok,medium
540,16,male,TikTok,medium
541,19,female,Instagram,high
542,13,female,Instagram,low
543,18,female,Both,low
544,17,female,TikTok,low
545,18,female,Instagram,medium
546,18,male,Both,low
547,17,male,Both,low
548,17,male,Instagram,low
549,14,male,Both,medium
550,16,male,Instagram,medium
551,15,female,Instagram,low
552,18,male,Instagram,medium
553,13,female,Instagram,medium
554,15,female,Instagram,medium
555,13,female,TikTok,high
556,13,female,TikTok,medium
557,19,male,TikTok,high
558,13,male,Both,low
559,16,female,TikTok,high
560,14,male,Instagram,low
561,16,male,Both,low
562,14,male,Both,high
563,18,female,TikTok,high
564,15,female,Instagram,medium
565,13,female,Both,medium
566,15,female,TikTok,high
567,14,male,TikTok,high
568,15,female,Both,low
569,13,female,Both,low
570,17,female,TikTok,high
571,17,female,Both,low
572,19,male,TikTok,medium
573,15,male,Both,medium
574,17,female,Both,low
575,16,female,Instagram,medium
576,18,female,Instagram,low
577,13,female,Both,high
578,19,male,TikTok,low
579,15,female,Both,high
580,13,male,Both,medium
581,14,male,Instagram,medium
582,13,female,Both,low
583,17,female,Both,low
584,17,male,Instagram,low
585,18,female,Both,high
586,19,male,Instagram,medium
587,15,female,Instagram,high
588,13,female,TikTok,high
589,15,female,TikTok,low
590,13,female,Both,high
591,16,female,Both,medium
592,19,male,Instagram,low
593,18,female,Both,low
594,13,female,TikTok,high
595,16,male,Instagram,low
596,15,male,Instagram,high
597,17,female,TikTok,medium
598,18,male,Instagram,high
599,19,male,Instagram,high
600,16,male,TikTok,high
601,16,female,TikTok,high
602,17,female,Instagram,medium
603,13,male,Both,low
604,16,male,Instagram,medium
605,16,female,TikTok,medium
606,16,female,TikTok,medium
607,17,male,Both,medium
608,14,male,TikTok,medium
609,19,male,Instagram,high
610,17,male,TikTok,low
611,15,male,Both,medium
612,18,male,Both,low
613,19,male,TikTok,high
614,19,female,TikTok,low
615,16,male,TikTok,medium
616,13,male,Instagram,high
617,19,male,Instagram,high
618,16,female,TikTok,low
619,19,female,Both,high
620,13,male,Both,low
621,19,male,TikTok,high
622,19,male,TikTok,low
623,16,female,TikTok,high
624,14,male,Instagram,medium
625,16,male,Instagram,low
626,13,male,Both,low
627,17,female,Both,high
628,16,female,Both,medium
629,16,female,Instagram,high
630,19,male,Both,high
631,13,male,Instagram,high
632,13,male,TikTok,high
633,19,male,TikTok,high
634,19,male,TikTok,medium
635,13,male,TikTok,medium
636,18,female,TikTok,high
637,18,male,Instagram,high
638,16,male,TikTok,high
639,15,female,Both,low
640,19,female,Instagram,medium
641,15,male,Both,high
642,19,male,Instagram,medium
643,16,female,Both,medium
644,17,female,Instagram,high
645,17,male,Both,low
646,17,female,Instagram,medium
647,16,female,Instagram,medium
648,13,male,Instagram,high
649,18,female,Instagram,low
650,13,male,TikTok,medium
651,17,female,TikTok,medium
652,15,male,Instagram,high
653,17,male,Instagram,low
654,14,male,Both,low
655,15,male,TikTok,high
656,17,female,TikTok,low
657,13,male,Instagram,medium
658,14,female,Instagram,high
659,15,female,Both,low
660,14,female,Both,high
661,15,male,Instagram,high
662,14,male,Instagram,medium
663,16,male,TikTok,medium
664,13,female,Instagram,medium
665,18,male,Both,high
666,16,male,Both,low
667,16,female,TikTok,low
668,17,female,TikTok,high
669,13,male,Both,medium
670,18,male,TikTok,high
671,13,female,TikTok,high
672,14,male,Instagram,high
673,14,male,Instagram,medium
674,13,male,TikTok,medium
675,13,female,Both,medium
676,19,female,TikTok,high
677,18,male,Both,medium
678,17,female,TikTok,high
679,19,male,Instagram,low
680,13,male,Instagram,high
681,17,female,Both,high
682,19,male,Instagram,medium
683,14,male,Instagram,medium
684,15,male,Both,medium
685,19,male,Both,low
686,13,male,TikTok,low
687,17,female,TikTok,low
688,19,male,Instagram,medium
689,16,female,Instagram,low
690,16,male,Both,medium
691,13,male,Both,medium
692,15,female,Both,high
693,15,female,Instagram,high
694,16,female,TikTok,medium
695,13,female,Instagram,high
696,15,female,TikTok,low
697,19,female,TikTok,medium
698,17,female,Instagram,low
699,15,male,Both,high
700,14,female,Instagram,high
701,16,male,TikTok,low
702,18,female,Instagram,low
703,15,female,TikTok,low
704,18,female,TikTok,low
705,15,female,Both,medium
706,15,female,Instagram,high
707,15,male,Instagram,medium
708,14,female,TikTok,medium
709,15,male,TikTok,low
710,13,male,TikTok,low
711,13,male,Instagram,high
712,15,male,Instagram,medium
713,19,female,Both,medium
714,15,male,TikTok,high
715,15,female,Instagram,medium
716,13,female,Instagram,medium
717,15,female,Both,low
718,18,male,Instagram,high
719,18,female,TikTok,high
720,17,female,TikTok,high
721,14,male,Instagram,low
722,18,female,Both,low
723,14,female,TikTok,low
724,13,female,TikTok,medium
725,15,male,Instagram,medium
726,15,female,TikTok,low
727,19,female,Both,high
728,18,female,Both,low
729,18,male,TikTok,low
730,14,female,Both,low
731,19,female,Both,medium
732,18,male,Instagram,high
733,19,female,Instagram,high
734,14,male,TikTok,medium
735,16,female,Instagram,high
736,16,male,Both,medium
737,16,male,Instagram,low
738,17,female,TikTok,medium
739,18,male,TikTok,low
740,13,female,Instagram,medium
741,16,male,Both,low
742,19,female,Both,low
743,16,female,Both,low
744,13,female,Instagram,medium
745,18,male,Instagram,low
746,17,male,TikTok,low
747,14,female,Instagram,medium
748,16,female,Both,low
749,13,female,Instagram,medium
750,19,female,Both,medium
751,15,male,Both,medium
752,14,female,Both,medium
753,19,male,Instagram,high
754,17,male,Both,medium
755,18,female,TikTok,low
756,13,female,Instagram,medium
757,14,male,Instagram,high
758,15,female,TikTok,low
759,15,male,Both,low
760,18,male,Instagram,medium
761,15,male,TikTok,low
762,13,male,TikTok,high
763,14,female,TikTok,low
764,18,male,Instagram,medium
765,18,female,TikTok,medium
766,19,female,Both,high
767,13,male,Both,low
768,15,female,Instagram,high
769,19,female,TikTok,high
770,18,female,Instagram,high
771,18,male,Both,medium
772,13,female,Instagram,high
773,19,female,Both,high
774,18,female,Instagram,high
775,15,male,TikTok,medium
776,14,male,Instagram,low
777,14,female,TikTok,medium
778,15,male,TikTok,medium
779,13,female,Both,high
780,15,male,Both,medium
781,15,male,Both,low
782,19,female,Instagram,medium
783,17,male,Both,low
784,17,male,Instagram,low
785,14,female,TikTok,low
786,19,female,Instagram,medium
787,19,female,Instagram,high
788,16,male,Instagram,low
789,18,male,Instagram,low
790,19,female,Instagram,medium
791,14,female,TikTok,high
792,15,female,TikTok,high
793,14,female,TikTok,low
794,18,female,Instagram,medium
795,17,male,Both,low
796,18,female,Instagram,low
797,19,male,TikTok,high
798,14,female,Both,medium
799,16,male,TikTok,low
800,16,female,TikTok,high
801,18,male,TikTok,low
802,14,female,Instagram,medium
803,13,female,Instagram,low
804,15,female,TikTok,low
805,17,male,Instagram,low
806,17,male,Both,medium
807,13,female,Instagram,low
808,14,female,TikTok,medium
809,18,female,TikTok,medium
810,14,male,Both,high
811,19,male,Both,medium
812,14,male,Instagram,low
813,19,female,TikTok,low
814,19,female,Both,low
815,17,male,Instagram,high
816,17,male,Both,low
817,15,female,Instagram,medium
818,14,female,TikTok,high
819,18,male,Instagram,medium
820,18,female,TikTok,low
821,19,female,TikTok,high
822,13,female,TikTok,high
823,19,male,Both,high
824,19,female,Both,low
825,18,female,Instagram,low
826,17,male,Both,medium
827,18,male,TikTok,low
828,14,female,Instagram,low
829,17,male,Both,medium
830,17,male,TikTok,medium
831,13,male,TikTok,medium
832,16,female,TikTok,medium
833,15,female,TikTok,high
834,16,female,TikTok,low
835,18,male,Instagram,medium
836,13,female,TikTok,medium
837,16,female,Both,medium
838,18,male,Both,low
839,15,male,Both,medium
840,18,female,Both,low
841,17,male,Instagram,low
842,18,female,Both,high
843,17,female,Both,medium
844,15,female,Both,high
845,16,male,Instagram,medium
846,14,female,TikTok,high
847,15,male,Instagram,high
848,15,female,TikTok,low
849,19,male,Both,medium
850,19,male,Instagram,low
851,15,female,TikTok,high
852,19,female,Both,low
853,14,male,Both,medium
854,17,female,TikTok,medium
855,16,male,Instagram,medium
856,18,female,Both,low
857,19,male,Both,low
858,19,male,Both,high
859,15,male,Instagram,medium
860,14,male,Both,medium
861,15,male,TikTok,low
862,15,male,Both,low
863,14,male,Instagram,medium
864,17,female,Both,medium
865,17,female,Instagram,low
866,15,male,TikTok,low
867,13,male,Instagram,high
868,18,female,Both,low
869,16,female,TikTok,high
870,14,male,TikTok,low
871,19,male,Instagram,low
872,17,male,TikTok,high
873,15,male,Instagram,low
874,18,male,TikTok,high
875,14,female,TikTok,medium
876,18,male,Instagram,medium
877,13,female,TikTok,low
878,16,female,TikTok,low
879,19,female,TikTok,medium
880,15,male,Instagram,medium
881,13,male,Both,medium
882,15,male,Instagram,high
883,19,female,Both,medium
884,16,male,Instagram,medium
885,19,male,TikTok,low
886,16,female,Instagram,medium
887,19,female,Both,high
888,16,female,TikTok,medium
889,17,male,Instagram,medium
890,14,male,Both,medium
891,18,male,TikTok,medium
892,16,male,Both,low
893,19,male,TikTok,high
894,16,female,Instagram,high
895,19,male,TikTok,medium
896,16,male,Instagram,medium
897,18,male,Both,high
898,18,male,Instagram,high
899,15,male,Both,high
900,18,male,TikTok,low
901,16,female,Both,low
902,19,male,TikTok,low
903,13,male,Instagram,low
904,17,male,TikTok,medium
905,19,female,Instagram,low
906,17,female,Instagram,medium
907,19,male,TikTok,low
908,17,male,Instagram,high
909,13,male,Both,low
910,19,female,Both,low
911,16,male,TikTok,low
912,13,female,Both,low
913,16,male,Both,high
914,14,male,Instagram,medium
915,17,male,TikTok,high
916,14,male,Both,medium
917,19,male,Both,low
918,19,male,TikTok,medium
919,16,female,Instagram,high
920,15,male,Instagram,high
921,13,female,Both,high
922,15,female,Instagram,medium
923,15,female,Both,medium
924,17,male,Both,low
925,17,male,Both,high
926,18,male,Both,high
927,17,male,Both,low
928,14,male,Both,low
929,15,male,Both,low
930,16,female,TikTok,high
931,17,male,TikTok,low
932,18,female,Both,high
933,16,female,Instagram,low
934,14,female,Both,low
935,14,female,TikTok,low
936,13,male,Instagram,medium
937,19,female,Instagram,low
938,15,female,TikTok,low
939,17,male,Instagram,medium
940,17,female,TikTok,low
941,19,male,TikTok,medium
942,17,female,TikTok,high
943,15,female,Both,medium
944,15,male,Instagram,medium
945,19,male,Instagram,low
946,15,female,Instagram,medium
947,14,female,Instagram,high
948,15,female,Both,high
949,15,male,Both,medium
950,18,male,Both,high
951,15,male,TikTok,low
952,17,female,Both,medium
953,18,female,Instagram,medium
954,13,female,Both,medium
955,19,male,TikTok,low
956,15,male,Both,medium
957,17,male,TikTok,low
958,13,female,TikTok,low
959,17,female,Instagram,high
960,16,male,TikTok,low
961,17,male,Instagram,high
962,16,female,Both,high
963,15,male,Both,low
964,18,male,TikTok,low
965,19,female,TikTok,high
966,14,male,Instagram,medium
967,14,female,Instagram,high
968,16,female,Both,high
969,18,female,Both,low
970,17,female,Instagram,high
971,17,male,Both,medium
972,15,male,Instagram,low
973,19,female,Instagram,low
974,18,male,Instagram,low
975,15,male,Both,high
976,15,male,Instagram,low
977,18,female,Both,high
978,17,female,Instagram,high
979,16,male,Both,medium
980,18,male,Both,high
981,19,male,TikTok,medium
982,16,male,TikTok,low
983,19,female,TikTok,high
984,18,male,TikTok,medium
985,17,female,Instagram,high
986,19,female,Instagram,medium
987,19,male,Both,high
988,18,female,Both,medium
989,16,female,TikTok,low
990,15,female,TikTok,medium
991,19,female,Instagram,medium
992,15,female,Both,low
993,14,female,Instagram,high
994,14,female,TikTok,high
995,13,male,TikTok,medium
996,13,male,Instagram,low
997,14,male,Instagram,medium
998,17,female,TikTok,medium
999,15,male,Both,low
1000,19,female,Both,high
1001,14,female,Both,medium
1002,15,female,Instagram,medium
1003,15,female,TikTok,high
1004,16,female,Both,medium
1005,17,male,TikTok,low
1006,15,female,Instagram,low
1007,17,male,Instagram,low
1008,18,male,Instagram,medium
1009,14,male,TikTok,high
1010,18,female,Both,medium
1011,16,female,TikTok,low
1012,18,female,Both,low
1013,13,male,Instagram,high
1014,13,male,TikTok,low
1015,18,male,Both,low
1016,19,female,Both,low
1017,18,female,Instagram,high
1018,16,male,Both,low
1019,16,female,TikTok,medium
1020,17,female,Both,high
1021,18,female,Instagram,high
1022,18,male,Instagram,high
1023,15,male,TikTok,medium
1024,16,male,Instagram,medium
1025,13,male,Both,low
1026,18,male,Both,low
1027,19,male,TikTok,high
1028,18,female,Both,high
1029,15,male,Both,low
1030,14,female,Both,low
1031,16,female,Instagram,low
1032,13,female,Both,low
1033,16,female,TikTok,low
1034,15,female,Instagram,low
1035,19,female,Instagram,low
1036,15,male,Instagram,low
1037,18,female,Instagram,high
1038,14,female,Instagram,high
1039,17,female,Both,low
1040,13,male,Instagram,medium
1041,19,female,Both,high
1042,18,male,TikTok,high
1043,18,male,Instagram,low
1044,14,female,Both,medium
1045,13,male,Instagram,high
1046,17,female,Instagram,medium
1047,13,male,Both,high
1048,15,female,Both,low
1049,15,male,Both,low
1050,17,male,Instagram,high
1051,16,male,Instagram,medium
1052,17,female,Both,medium
1053,15,female,TikTok,low
1054,19,female,Both,low
1055,13,male,Instagram,medium
1056,15,male,Both,medium
1057,19,male,TikTok,high
1058,13,female,Instagram,medium
1059,13,female,TikTok,low
1060,13,female,Both,medium
1061,13,female,TikTok,medium
1062,16,male,Both,medium
1063,13,male,TikTok,high
1064,18,female,TikTok,medium
1065,18,female,TikTok,medium
1066,18,male,Both,high
1067,17,female,Both,medium
1068,14,female,TikTok,medium
1069,14,male,TikTok,low
1070,13,female,Instagram,high
1071,15,female,Both,medium
1072,16,female,TikTok,low
1073,16,male,Instagram,low
1074,15,male,TikTok,low
1075,16,male,Both,medium
1076,15,male,Both,medium
1077,18,male,Both,medium
1078,14,female,Instagram,high
1079,15,female,Both,high
1080,16,female,Both,medium
1081,16,male,TikTok,medium
1082,17,female,TikTok,high
1083,14,female,Instagram,low
1084,17,male,TikTok,medium
1085,18,male,Both,high
1086,13,female,Instagram,high
1087,14,female,TikTok,high
1088,18,male,Both,medium
1089,19,male,Both,high
1090,13,female,Both,low
1091,16,female,Instagram,high
